Non-Counted Role Played,Count #
Bill Hader,Tim Burton,36
Taran Killam,Ricky Martin,36
Nasim Pedrad,Kim Kardashian,36
Jay Pharoah,Will Smith,36
Andy Samberg,Mort Mort Feingold,36
Bobby Moynihan,dancing bee,36
Andy Samberg,saint,36
Helen Mirren,Sandy Blunt,36
Fred Armisen,Lou,36
Vanessa Bayer,Gretchen Carlson,36
Taran Killam,Steve Doocy,36
Bobby Moynihan,Brian Kilmeade,36
Helen Mirren,Mary Shelley,36
Fred Armisen,Frank Stein,36
Paul Brittain,Igor,36
Bill Hader,James Carville,36
Kristen Wiig,Shelly Elaine,36
Kenan Thompson,Jean K. Jean,36
Helen Mirren,Julie Andrews,36
Taran Killam,Gerard Butler,36
Bobby Moynihan,Richie,36
Andy Samberg,Hugh Jackman,36
Kenan Thompson,Ice Cube,36
Helen Mirren,DJ Stank Skunk,36
Bobby Moynihan,Ass Dan,36
Nasim Pedrad,Lil Blaster,36
Jay Pharoah,MC George Castanza,36
Jason Sudeikis,DJ Super Soak,36
Helen Mirren,Eleanor Roosevelt,36
Fred Armisen,Joel Surnow,36
Paul Brittain,Wellesley Van Aarden,36
Abby Elliott,Marilyn Monroe,36
Bill Hader,Franklin Roosevelt,36
Taran Killam,Adolf Hitler,36
Bobby Moynihan,aide,36
Kenan Thompson,Theodore Roosevelt,36
Bill Hader,Curt Ponzovski,36
Bobby Moynihan,model,36
Kristen Wiig,Rhonda,36
Helen Mirren,Tanya,36
Dave Grohl,Tony,36
Abby Elliott,Phoenix,36
Nasim Pedrad,Georgia,36
Jason Sudeikis,Tommy,36
Kristen Wiig,Lace,36
Elton John,Frances Lynn Mulch,36
Fred Armisen,Lawrence Welk,36
Vanessa Bayer,Toni,36
Abby Elliott,Shirley,36
Nasim Pedrad,Nancy,36
Kristen Wiig,Dooneese,36
Carmelo Anthony,Carmela St. Knix,36
Tom Hanks,Steve Stink,36
Will Forte,Greg Stink,36
Jason Sudeikis,Pete Twinkle,36
Kristen Wiig,Charlotte Ft. Worth,36
Tom Hanks,Michael Caine,36
Fred Armisen,Ringo Starr,36
Paul Brittain,Barnaby Xavier St. Hidgens III,36
Bill Hader,Richard Branson,36
Taran Killam,Ian McKellen,36
Bobby Moynihan,shopkeeper,36
Andy Samberg,Bono,36
Kenan Thompson,Sir Mix-A-Lot,36
Kristen Wiig,Diedre,36
Elton John,Droz,36
Fred Armisen,The Chief,36
Bill Hader,Nitro,36
Andy Samberg,Admiral Spaceship,36
Fred Armisen,Muammer Kaddafi,36
Kenan Thompson,Barry Lewis,36
Andy Samberg,Nicolas Cage,36
Fred Armisen,Queen Elizabeth,36
Bill Hader,Prince Philip,36
Taran Killam,butler,36
Andy Samberg,Prince William,36
Elton John,Eric Sandrews,36
Taran Killam,Dale Eberheart,36
Nasim Pedrad,Vanessa Anne Hudgens,36
Elton John,Bruce,36
Taran Killam,cowboy,36
Bobby Moynihan,cowboy,36
Jason Sudeikis,cowboy,36
Kristen Wiig,Crystal,36
Fred Armisen,Muammer Kaddafi,36
Bill Hader,Charlie Sheen,36
Nasim Pedrad,Tracy Wolfson,36
Andy Samberg,Dick Vitale,36
Jason Sudeikis,Jim Nantz,36
Kenan Thompson,Greg Gumbel,36
Kristen Wiig,Melissa Leo,36
Zach Galifianakis,audience member,36
Vanessa Bayer,Sara Gilbert,36
Abby Elliott,Leah Remini,36
Bill Hader,Steven Tyler,36
Nasim Pedrad,Sharon Osbourne,36
Kenan Thompson,Whoopi Goldberg,36
Kristen Wiig,Julie Chen,36
Zach Galifianakis,"Pete ""Airhorn"" Schultz",36
Fred Armisen,"Mike ""Insert Joke Here"" Henry",36
Vanessa Bayer,"Addi ""News Flash"" Sweeney",36
Paul Brittain,"Goran ""Funky Boy"" Bogdan",36
Abby Elliott,Fur Coat Rhonda,36
Taran Killam,Barry The Plumbing Gentleman,36
Seth Meyers,Boston Powers,36
Bobby Moynihan,Slappy Pappy,36
Jay Pharoah,Dr. Velociraptor,36
Andy Samberg,"Chip ""So Yeah I'm Single"" Fenney",36
Jason Sudeikis,White Bernie Mac,36
Kenan Thompson,"David ""Beef Jelly"" Winfield",36
Zach Galifianakis,Larry Bernstein,36
Bill Hader,kid,36
Bobby Moynihan,kid,36
Andy Samberg,kid,36
Jason Sudeikis,Officer Sikorsky,36
Kenan Thompson,Lorenzo McIntosh,36
Kristen Wiig,Julie Taymor,36
Andy Samberg,Liam,36
Bill Hader,Dr. Franks,36
Kenan Thompson,Noodles,36
Kristen Wiig,Trish,36
Zach Galifianakis,Bernard,36
Fred Armisen,Thomas,36
Bill Hader,Gil LaForge,36
Kristen Wiig,Edna Leduc,36
Kristen Wiig,Sheila,36
Zach Galifianakis,Edward Smith,36
Miley Cyrus,Lindsay Lohan,36
Fred Armisen,Muammer Kaddafi,36
Abby Elliott,Christina Aguilera,36
Bill Hader,Charlie Sheen,36
Taran Killam,John Galliano,36
Bobby Moynihan,singer,36
Kristen Wiig,singer,36
Miley Cyrus,Fergie,36
Abby Elliott,Khloé Kardashian,36
Jay Pharoah,Will.i.am,36
Andy Samberg,Taboo,36
Kenan Thompson,apl.de.ap,36
Miley Cyrus,Liesl,36
Fred Armisen,Richie Inez Jr.,36
Vanessa Bayer,Gretl,36
Abby Elliott,Louisa,36
Bill Hader,Captain Von Trapp,36
Taran Killam,Friedrich,36
Bobby Moynihan,Kurt,36
Nasim Pedrad,Brigitta,36
Andy Samberg,Rolfe,36
Jason Sudeikis,Robert Osborne,36
Kristen Wiig,Maria,36
Paul Brittain,kid,36
Abby Elliott,kid,36
Taran Killam,kid,36
Bobby Moynihan,kid,36
Kenan Thompson,Raven-Symoné,36
Miley Cyrus,Justin Bieber,36
Vanessa Bayer,Miley Cyrus,36
Taran Killam,Bebop,36
Jason Sudeikis,Billy Ray Cyrus,36
Jason Sudeikis,The Devil,36
Bobby Moynihan,Anthony Crispino,36
Miley Cyrus,French girl,36
Paul Brittain,Marius,36
Abby Elliott,French girl,36
Taran Killam,Francois,36
Bobby Moynihan,Stewart,36
Nasim Pedrad,French girl,36
Andy Samberg,mime,36
Nasim Pedrad,witch,36
Andy Samberg,Declan,36
Miley Cyrus,Jamilla Rose la Perkins,36
Kristen Wiig,Lynn Doot,36
Miley Cyrus,Ginger Rangers,36
Vanessa Bayer,Barb,36
Paul Brittain,Charles,36
Bobby Moynihan,Pat,36
Fred Armisen,Barack Obama,36
Nasim Pedrad,Lisa,36
Jason Sudeikis,Bill O'Reilly,36
Fred Armisen,Frank Gublin,36
Vanessa Bayer,client,36
Paul Brittain,victim,36
Taran Killam,actor,36
Bobby Moynihan,client,36
Nasim Pedrad,victim,36
Jay Pharoah,victim,36
Andy Samberg,actor,36
Russell Brand,Gregory Evans,36
Abby Elliott,Kelly Jarell,36
Taran Killam,Stevie Dix,36
Bobby Moynihan,mailman,36
Kenan Thompson,Derrick Amounts,36
Kristen Wiig,Cheryl Bryant,36
Russell Brand,criminal,36
Fred Armisen,boss,36
Bill Hader,Terry Donovan,36
Kenan Thompson,singer,36
Kristen Wiig,counselor,36
Russell Brand,King Reginald,36
Taran Killam,taster,36
Mike O'Brien,servant,36
Kent Sublette,servant,36
Fred Armisen,Hosni Mubarak,36
Taran Killam,Eminem,36
Jay Pharoah,Lil Wayne,36
Bill Hader,Stefon,36
Russell Brand,Damian Cryer,36
Vanessa Bayer,Dina DeAngelos,36
Abby Elliott,audience member,36
Taran Killam,DJ Terry,36
Kristen Wiig,audience member,36
Russell Brand,lady,36
Paul Brittain,butler,36
Bill Hader,lady,36
Andy Samberg,lady,36
Russell Brand,George Washington,36
Bill Hader,John Boehner,36
Taran Killam,Rand Paul,36
Jason Sudeikis,general,36
Kristen Wiig,Nancy Pelosi,36
Dana Carvey,Garth Algar,36
Mike Myers,Wayne Campbell,36
Jay Pharoah,recorded voices,36
Dana Carvey,Church Lady,36
Vanessa Bayer,Kourtney Kardashian,36
Abby Elliott,Khloé Kardashian,36
Bill Hader,Father Sabatino,36
Bobby Moynihan,"Nicole ""Snooki"" Polizzi",36
Nasim Pedrad,Kim Kardashian,36
Jason Sudeikis,Jesus,36
Dana Carvey,Mickey Rooney,36
Fred Armisen,Ice-T,36
Paul Brittain,caller,36
Abby Elliott,Anna Faris,36
Bill Hader,Alan Alda,36
Taran Killam,caller,36
Nasim Pedrad,caller,36
Jay Pharoah,Eddie Murphy,36
Kenan Thompson,caller,36
Kristen Wiig,caller,36
Mike O'Brien,advisor,36
Andy Samberg,Declan,36
Paul Brittain,James Franco,36
Kristen Wiig,Angela Dixon,36
Dana Carvey,Regis Philbin,36
Taran Killam,Michael Gelman,36
Nasim Pedrad,Kelly Ripa,36
Kristen Wiig,Kathie Lee Gifford,36
Dana Carvey,Marion Suller,36
Vanessa Bayer,Donna Elise van Donen,36
Abby Elliott,Vonda Karen McMillan,36
Nasim Pedrad,Tama Janay Wentworth,36
Andy Samberg,Brendan Jan Vincent Hobbs,36
Kenan Thompson,Leon Phillips,36
Kristen Wiig,Tatum Valerie Dunn,36
Abby Elliott,Deidra Wurtz,36
Taran Killam,Patrick,36
Kristen Wiig,Michele Bachmann,36
Andy Samberg,Mark Zuckerberg,36
Kenan Thompson,TSA agent,36
Jesse Eisenberg,Chris,36
Abby Elliott,Lauren,36
Bill Hader,"Don Herbert , Mr. Wizard",36
Nasim Pedrad,Claudette,36
Kenan Thompson,kid,36
Jesse Eisenberg,Kenny Lushing,36
Jason Sudeikis,Mark McGrath,36
Jesse Eisenberg,Derek Smalls,36
Bill Hader,Herb Welch,36
Jason Sudeikis,Jack Rizzoli,36
Kenan Thompson,residential advisor,36
Fred Armisen,Hosni Mubarak,36
Kenan Thompson,Tyler Perry,36
Jesse Eisenberg,Igor,36
Nicki Minaj,bride,36
Bill Hader,townsperson,36
Jay Pharoah,Dr. Blackenstein,36
Jason Sudeikis,Robert Osborne,36
Kenan Thompson,Blackenstein,36
Kristen Wiig,townsperson,36
Jesse Eisenberg,Trent,36
Abby Elliott,Cassie,36
Andy Samberg,head of programming,36
Vanessa Bayer,Mrs. Venetti,36
Abby Elliott,Denise Wayson,36
Bobby Moynihan,Mr. Venetti,36
Kenan Thompson,Daniel Wayson,36
Kristen Wiig,Tyla Yonders,36
Jesse Eisenberg,Randy,36
Bill Hader,Derek,36
Andy Samberg,Arthur Perkins,36
Abby Elliott,Rachel Maddow,36
Bill Hader,James Carville,36
Bobby Moynihan,Sean Hannity,36
Nasim Pedrad,Michelle Malkin,36
Jason Sudeikis,Glenn Beck,36
Kristen Wiig,Greta Van Susteren,36
Jason Sudeikis,Kenny Rogers,36
Kristen Wiig,Dolly Parton,36
Bill Hader,Gee Binwa,36
Nasim Pedrad,Danica Morrow,36
Andy Samberg,Jeff Nelson,36
Gwyneth Paltrow,Titsie Bismarck Tumlinson,36
Bill Hader,Lyle Round,36
Taran Killam,contestant,36
Kenan Thompson,contestant,36
Kristen Wiig,Mindy Elise Grayson,36
Gwyneth Paltrow,Taylor Swift,36
Vanessa Bayer,Jacob,36
Abby Elliott,Katy Perry,36
Nasim Pedrad,Alicia Keys,36
Jay Pharoah,Jay-Z,36
Gwyneth Paltrow,Karen Antonelli,36
Paul Brittain,Rodney,36
Andy Samberg,Larry,36
Jason Sudeikis,Keith,36
Kenan Thompson,Jimmy McMillan,36
Nasim Pedrad,Christina Aguilera,36
Bill Hader,Cher,36
Bobby Moynihan,Chaz Bono,36
Fred Armisen,Garth,36
Kristen Wiig,Kat,36
Gwyneth Paltrow,Kim Castle,36
Gwyneth Paltrow,actress,36
Fred Armisen,actor,36
Vanessa Bayer,audience member,36
Bill Hader,actor,36
Taran Killam,actor,36
Bobby Moynihan,actor,36
Jay Pharoah,audience member,36
Andy Samberg,audience member,36
Jason Sudeikis,audience member,36
Kenan Thompson,audience member,36
Kristen Wiig,audience member,36
Gwyneth Paltrow,police officer,36
Jay Pharoah,Will Smith,36
Kenan Thompson,Alfonso Ribeiro,36
Gwyneth Paltrow,Sofia Cortez,36
Fred Armisen,Esteban,36
Paul Brittain,Ramon Zaragoza,36
Taran Killam,Paco,36
Bobby Moynihan,clown,36
Jay Pharoah,Kevin Garnett,36
Gwyneth Paltrow,Heidi Klum,36
Fred Armisen,David Paterson,36
Bill Hader,Eliot Spitzer,36
Taran Killam,Skip,36
Nasim Pedrad,Christiane Amanpour,36
Fred Armisen,Mike Bloomberg,36
Fred Armisen,Mark H.,36
Bobby Moynihan,client,36
Kristen Wiig,Adelle K.,36
Jim Carrey,Lily,36
Bill Hader,Thomas,36
Taran Killam,David,36
Nasim Pedrad,Nina,36
Jim Carrey,Garrett,36
Vanessa Bayer,Jessica,36
Andy Samberg,Ethan,36
Jason Sudeikis,Zack Twinefeld,36
Jim Carrey,Leelicious,36
Kenan Thompson,Grady Wilson,36
Jim Carrey,D'Versity,36
Paul Brittain,Bro-Botix member,36
Taran Killam,Bro-Botix member,36
Bobby Moynihan,Coughy Robinson,36
Nasim Pedrad,Ricky,36
Jay Pharoah,Shooting Starr,36
Andy Samberg,Gary St. Marvelous,36
Jason Sudeikis,Ocean Billy,36
Kenan Thompson,Maxwell family member,36
Kristen Wiig,Triangle Sally,36
Kristen Wiig,Nancy Pelosi,36
Bill Hader,John Boehner,36
Bobby Moynihan,Anthony Crispino,36
Andy Samberg,Cameron The Red-Winged Blackbird,36
Taran Killam,Everett The Fish,36
Jim Carrey,robot,36
Bill Hader,robot,36
Taran Killam,robot,36
Bobby Moynihan,repairman,36
Jim Carrey,psychic,36
Vanessa Bayer,audience member,36
Paul Brittain,audience member,36
Abby Elliott,audience member,36
Bill Hader,emcee,36
Andy Samberg,audience member,36
Fred Armisen,Barack Obama,36
Vanessa Bayer,Hillary Clinton,36
Andy Samberg,Rahm Emanuel,36
Jason Sudeikis,Joe Biden,36
Kenan Thompson,Frosty The Snowman,36
Kristen Wiig,Nancy Pelosi,36
Bill Hader,Julian Assange,36
Andy Samberg,Mark Zuckerberg,36
Jeff Bridges,Nick Nolte,36
Vanessa Bayer,Miley Cyrus,36
Paul Brittain,actor,36
Bobby Moynihan,Dale,36
Jason Sudeikis,Billy Ray Cyrus,36
Jeff Bridges,Duane Chapman,36
Fred Armisen,Larry King,36
Abby Elliott,Wynonna Judd,36
Kenan Thompson,Jermaine Jackson,36
Kristen Wiig,Naomi Judd,36
Bobby Moynihan,Ass Dan,36
Nasim Pedrad,Lil Blaster,36
Jay Pharoah,MC George Castanza,36
Jason Sudeikis,DJ Super Soak,36
Kenan Thompson,Michael Steele,36
Taran Killam,Brad Pitt,36
Abby Elliott,Angelina Jolie,36
Fred Armisen,David Paterson,36
Bill Hader,Stefon,36
Bobby Moynihan,"Nicole ""Snooki"" Polizzi",36
Jeff Bridges,rabbi,36
Abby Elliott,"Donna Reed , Mary Hatch",36
Bill Hader,Ben Mankiewicz,36
Nasim Pedrad,Zuzu,36
Andy Samberg,Moishe Samberg,36
Jason Sudeikis,"Jimmy Stewart , George Bailey",36
Paul Brittain,Stevie,36
Abby Elliott,Maggie Gyllenhaal,36
Taran Killam,clerk,36
Andy Samberg,Billy Bob Thornton,36
Jason Sudeikis,Sam Elliott,36
Kenan Thompson,Forest Whitaker,36
Jeff Bridges,Corvis,36
Vanessa Bayer,Ms. Dawkins,36
Bill Hader,Mr. Shipley,36
Bobby Moynihan,Scootch,36
Jason Sudeikis,Tommin James,36
Vanessa Bayer,Kourtney Kardashian,36
Abby Elliott,Khloé Kardashian,36
Nasim Pedrad,Kim Kardashian,36
Fred Armisen,Barack Obama,36
Abby Elliott,owner,36
Paul Rudd,Austin Vogelcheck,36
Fred Armisen,Mr. Vogelcheck,36
Vanessa Bayer,Amanda,36
Paul Brittain,Vlad,36
Bill Hader,Dwayne Vogelcheck,36
Bobby Moynihan,stranger,36
Nasim Pedrad,Elena,36
Kristen Wiig,Mrs. Vogelcheck,36
Paul Rudd,Jake,36
Vanessa Bayer,Carolyn,36
Bill Hader,Vince Blight,36
Kenan Thompson,Norman,36
Kristen Wiig,Mary,36
Alan Wong,Josh,36
Kristen Wiig,singer,36
Bill Hader,Julian Assange,36
Nasim Pedrad,Diane Foster,36
Paul Rudd,Tyler Banes,36
Fred Armisen,Rodger Brush,36
Vanessa Bayer,Pamela Shimpley,36
Abby Elliott,Jenna Lynn Ofstren,36
Bill Hader,Leonard,36
Bobby Moynihan,Mr. Shimpley,36
Nasim Pedrad,Stacy Englands,36
Bill Hader,Stefon,36
Paul Rudd,Mr. Griggs,36
Jay Pharoah,Daniel Frye,36
Kenan Thompson,Steve Kane,36
Vanessa Bayer,theatregoer,36
Paul Brittain,theatregoer,36
Abby Elliott,Meryl Streep,36
Taran Killam,theatregoer,36
Jason Sudeikis,theatregoer,36
Bill Hader,Mike Underballs,36
Jason Sudeikis,Jeff,36
Robert DeNiro,Hamid Karzai,36
Fred Armisen,Barack Obama,36
Fred Armisen,Muammer Kaddafi,36
Vanessa Bayer,Hillary Clinton,36
Paul Brittain,Dax Holt,36
Bill Hader,Julian Assange,36
Bobby Moynihan,Gary Trock,36
Nasim Pedrad,Anna Kachikyan,36
Jay Pharoah,Charles Latibeaudiere,36
Andy Samberg,Max Hodges,36
Jason Sudeikis,Joe Biden,36
Kenan Thompson,waiter,36
Rob Klein,audience member,36
Mike O'Brien,audience member,36
Paula Pell,audience member,36
Robert DeNiro,Harlan Kane,36
Fred Armisen,Giuseppe,36
Vanessa Bayer,Pippa,36
Bill Hader,Lindsey Buckingham,36
Nasim Pedrad,Poppy,36
Andy Samberg,Mothra,36
Kent Sublette,Boba Fett,36
Jason Sudeikis,Vance,36
Kenan Thompson,Diondre Cole,36
Kristen Wiig,Shasta Taffy,36
Robert DeNiro,Tony Sicilia,36
Andy Samberg,Anthony,36
Robert DeNiro,Mr. Bernard,36
Bill Hader,Ricky,36
Taran Killam,attorney,36
Bobby Moynihan,judge,36
Andy Samberg,Devon,36
Jason Sudeikis,attorney,36
Vanessa Bayer,Kourtney Kardashian,36
Abby Elliott,Khloé Kardashian,36
Nasim Pedrad,Kim Kardashian,36
Andy Samberg,Ryan Christopher,36
Kristen Wiig,Janet Judy Tran,36
Bill Hader,Pat,36
Bobby Moynihan,Keith,36
Nasim Pedrad,Denise,36
Jason Sudeikis,James,36
Kenan Thompson,Charles,36
Andy Samberg,Blizzard Man,36
Jason Sudeikis,agent,36
Kenan Thompson,technician,36
Kristen Wiig,agent,36
Bill Hader,Vinny Vedecci,36
Taran Killam,deer,36
Bobby Moynihan,Vinny Vedecci Jr.,36
Fred Armisen,Mark H.,36
Bobby Moynihan,client,36
Kristen Wiig,Adelle K.,36
Andy Samberg,Calvin,36
Jason Sudeikis,Tristan,36
Dana Carvey,hippie,36
Abby Elliott,Rachel Maddow,36
Bill Hader,John Boehner,36
Kenan Thompson,Charles Rangel,36
Kristen Wiig,Nancy Pelosi,36
Bill Hader,Velaron,36
Bobby Moynihan,Harris,36
Kenan Thompson,agent,36
Anne Hathaway,Katie Holmes,36
Vanessa Bayer,Miley Cyrus,36
Bobby Moynihan,Dale,36
Andy Samberg,actor,36
Jason Sudeikis,Billy Ray Cyrus,36
Anne Hathaway,Mary,36
Shelly Gossman,volunteer,36
Bill Hader,Pastor Mike,36
Mike O'Brien,volunteer,36
Nasim Pedrad,Lisa,36
Kenan Thompson,Lou,36
Kristen Wiig,Penelope,36
Anne Hathaway,Kate Middleton,36
Fred Armisen,Queen Elizabeth,36
Bill Hader,Prince Philip,36
Taran Killam,butler,36
Andy Samberg,Prince William,36
Bobby Moynihan,Guy Fieri,36
Jason Sudeikis,Chris Hunter,36
Anne Hathaway,Dorothy,36
Fred Armisen,"Lon Donson, The Weather Vane",36
Bill Hader,Cowardly Lion,36
Taran Killam,Tin Man,36
Bobby Moynihan,The Wizard,36
Andy Samberg,Scarecrow,36
Jason Sudeikis,Robert Osborne,36
Anne Hathaway,Maria DeSalvo,36
Paul Brittain,Ricky,36
Bill Hader,Herb Welch,36
Jason Sudeikis,Jack Rizzoli,36
Anne Hathaway,Janice Wrust,36
Bobby Moynihan,salesman,36
Anne Hathaway,Alanis Morissette,36
Fred Armisen,Randy Newman,36
Andy Samberg,Robert Smith,36
Jason Sudeikis,Adam Lambert,36
Kenan Thompson,Cee Lo Green,36
Kristen Wiig,Dolores O'Riordan,36
Fred Armisen,Barack Obama,36
Bill Hader,Hu Jintao,36
Nasim Pedrad,translator,36
Abby Elliott,Ke$ha,36
Kristen Wiig,Dina Lohan,36
Scarlett Johansson,Candice,36
Bobby Moynihan,"Nicole ""Snooki"" Polizzi",36
Jay Pharoah,Nick Cannon,36
Andy Samberg,Mario Lopez,36
Scarlett Johansson,Patti Stanger,36
Vanessa Bayer,Candace,36
Abby Elliott,Rachel Federoff,36
Bobby Moynihan,Destin Pfaff,36
Scarlett Johansson,Jasmine Rios,36
Fred Armisen,Manuel Ortiz,36
Bill Hader,Dexter Rojas,36
Taran Killam,security guard,36
Nasim Pedrad,Rosita Consuelos,36
Andy Samberg,Ace Rios,36
Kenan Thompson,security guard,36
Kristen Wiig,Nurse Monica,36
Scarlett Johansson,Rosario Dawson,36
Paul Brittain,technician,36
Taran Killam,Chris Pine,36
Jay Pharoah,Denzel Washington,36
Bill Hader,Brady Trunk,36
Donna Richards,makeup artist,36
Kristen Wiig,Anastasia Sticks,36
Jason Sudeikis,George W. Bush,36
Jay Pharoah,Kanye West,36
Fred Armisen,Frank Madden,36
Vanessa Bayer,Gladys Madden,36
Fred Armisen,Coach Conklin,36
Kenan Thompson,Marvin,36
Bill Hader,moderator,36
Kristen Wiig,Paula Deen,36
Scarlett Johansson,Amanda Starr,36
Fred Armisen,Billy Blakeman,36
Vanessa Bayer,Laura Parsons,36
Bobby Moynihan,Lance DeVain,36
Kristen Wiig,Bobbi Parsons,36
Scarlett Johansson,Lexi,36
Fred Armisen,Mike,36
Jason Sudeikis,Joe Biden,36
Bill Hader,audience member,36
Nasim Pedrad,audience member,36
Andy Samberg,audience member,36
Kenan Thompson,audience member,36
Paul Brittain,teller,36
Bill Hader,police officer,36
Taran Killam,teller,36
Bobby Moynihan,police officer,36
Nasim Pedrad,teller,36
Andy Samberg,Shy Ronnie,36
Jon Hamm,John F. Kennedy,36
Fred Armisen,Liberace,36
Bill Hader,Vincent Price,36
Nasim Pedrad,Candy DeCenzo,36
Kristen Wiig,Judy Garland,36
Jon Hamm,Robin Williams,36
Paul Brittain,director,36
Bill Hader,Al Pacino,36
Colin Jost,marker,36
Bobby Moynihan,Sam Kinison,36
Jay Pharoah,Eddie Murphy,36
Kristen Wiig,Jennifer Tilly,36
Jon Hamm,Sandall Barnes,36
Jason Sudeikis,director,36
Kristen Wiig,Lizette Barnes,36
Fred Armisen,Prince,36
Paul Brittain,director,36
Abby Elliott,Joan Cusack,36
Bill Hader,Alan Alda,36
Colin Jost,marker,36
Taran Killam,Gilbert Gottfried,36
Taran Killam,Pee-Wee Herman,36
Andy Samberg,Nicolas Cage,36
Kenan Thompson,Bill Cosby,36
Bill Hader,James Carville,36
Fred Armisen,Garth,36
Kristen Wiig,Kat,36
Jon Hamm,Mark Sharon,36
Paul Brittain,Pierre,36
Abby Elliott,actress,36
Bill Hader,actor,36
Bobby Moynihan,Roger Sims,36
Kristen Wiig,Maureen O'Hare,36
Jon Hamm,Randy,36
Paul Brittain,McDoogan,36
Taran Killam,Pooley,36
Jason Sudeikis,Cutter,36
Kenan Thompson,chief,36
Jon Hamm,Barney Fott,36
Kenan Thompson,audience member,36
Kristen Wiig,Darlique Lejeune,36
David Spade,dog,36
Fred Armisen,Barack Obama,36
Vanessa Bayer,supporter,36
Paul Brittain,Harry Reid,36
Jay Pharoah,supporter,36
Bill Hader,audience member,36
Taran Killam,Michael Cera,36
Bobby Moynihan,Jonah Hill,36
Andy Samberg,audience member,36
Kenan Thompson,audience member,36
Emma Stone,Lita Mill-Douglas,36
Paul Brittain,neighbor,36
Bill Hader,Rudy Plank,36
Nasim Pedrad,Laverne Terms,36
Jay Pharoah,Syd Awnit,36
Kristen Wiig,Cheryl Bryant,36
Emma Stone,teenager,36
Bill Hader,Peter DeSantos,36
Nasim Pedrad,Wanda Ramirez,36
Andy Samberg,jelly,36
Emma Stone,Lindsay Lohan,36
Fred Armisen,Joy Behar,36
Nasim Pedrad,Barbara Walters,36
Kenan Thompson,Whoopi Goldberg,36
Kristen Wiig,Elisabeth Hasselbeck,36
Jason Sudeikis,Brett Favre,36
Kenan Thompson,Jimmy McMillan,36
Bill Hader,Stefon,36
Emma Stone,Juliette,36
Vanessa Bayer,waitress,36
Paul Brittain,Marius,36
Abby Elliott,French girl,36
Taran Killam,Francois,36
Bobby Moynihan,Stewart,36
Nasim Pedrad,French girl,36
Emma Stone,Meredith,36
Nasim Pedrad,Morgan,36
Andy Samberg,Erik,36
Paul Brittain,Ed Vincent,36
Emma Stone,Linda,36
Kenan Thompson,Googie Rene,36
Nasim Pedrad,Gloria Allred,36
Jason Sudeikis,trumpeter,36
Jane Lynch,Susan Miller,36
Andy Samberg,Tom Miller,36
Jane Lynch,Sue Sylvester,36
Fred Armisen,Artie Abrams,36
Vanessa Bayer,Quinn Fabray,36
Abby Elliott,Rachel Berry,36
Taran Killam,Finn Hudson,36
Bobby Moynihan,Burt Hummel,36
Andy Samberg,Kurt Hummel,36
Jason Sudeikis,Mr. Schuester,36
Kenan Thompson,Mercedes Jones,36
Kristen Wiig,Gilly,36
Jane Lynch,Mom,36
Fred Armisen,Gene Simmons,36
Bobby Moynihan,Verne Troyer,36
Andy Samberg,Zach,36
Jason Sudeikis,Mike,36
Kenan Thompson,Magic Johnson,36
Kristen Wiig,Christine O'Donnell,36
Jane Lynch,Peggy Zellers,36
Fred Armisen,contestant,36
Paul Brittain,contestant,36
Bill Hader,Lyle Round,36
Kristen Wiig,Mindy Elise Grayson,36
Jane Lynch,therapist,36
Andy Samberg,William,36
Jay Pharoah,Denzel Washington,36
Andy Samberg,Mark Zuckerberg,36
Fred Armisen,Miguel Conjeros,36
Jane Lynch,Roma Dunk,36
Bill Hader,Frank,36
Kristen Wiig,Suze Orman,36
Jane Lynch,Faith Hill,36
Bill Hader,Cris Collinsworth,36
Jason Sudeikis,Al Michaels,36
Jane Lynch,director,36
Fred Armisen,Daniel Cox,36
Vanessa Bayer,makeup artist,36
Taran Killam,technician,36
Bobby Moynihan,marker,36
Jason Sudeikis,Patrick R. Cox,36
Kenan Thompson,technician,36
Fred Armisen,Barack Obama,36
Bobby Moynihan,Pete Rouse,36
Andy Samberg,Rahm Emanuel,36
Abby Elliott,model,36
Bill Hader,singer,36
Taran Killam,singer,36
Bobby Moynihan,singer,36
Nasim Pedrad,model,36
Kenan Thompson,singer,36
Taran Killam,waiter,36
Bryan Cranston,Billy Ray Cyrus,36
Vanessa Bayer,Miley Cyrus,36
Paul Brittain,Johnny Depp,36
Bobby Moynihan,Dale,36
Andy Samberg,actor,36
Bryan Cranston,Doo Doo Man,36
Fred Armisen,Giuseppe,36
Vanessa Bayer,Pippa,36
Paul Brittain,Vili Fualaau,36
Abby Elliott,Mary Kay Letourneau,36
Bill Hader,Lindsey Buckingham,36
Mike O'Brien,graduate,36
Nasim Pedrad,Poppy,36
Jay Pharoah,Squiggy,36
Jason Sudeikis,Vance,36
Kenan Thompson,Diondre Cole,36
Bryan Cranston,Mr. Kearns,36
Abby Elliott,Beth,36
Taran Killam,coworker,36
Andy Samberg,coworker,36
Kenan Thompson,coworker,36
Kristen Wiig,Shana,36
Fred Armisen,robber,36
Bill Hader,movie announcer,36
Bobby Moynihan,delivery man,36
Nasim Pedrad,Pizza Hub announcer,36
Andy Samberg,Dave,36
Kenan Thompson,robber,36
Kristen Wiig,operator,36
Bobby Moynihan,Anthony Crispino,36
Andy Samberg,Cathy,36
Bryan Cranston,Bobby Poth,36
